Duty Period #,Flights
19851,"['CC1638', 'CC2204']"
19852,"['CC1152', 'CC2579', 'CC3434', 'CC1347', 'CC2875']"
19853,"['CC3741', 'CC2579', 'CC3404', 'CC1527']"
19854,"['CC3897', 'CC2277', 'CC1198', 'CC2594']"
19855,"['CC1069', 'CC2486', 'CC1301', 'CC3191']"
19856,"['CC1110', 'CC2361', 'CC1198', 'CC2806', 'CC3718']"
19857,"['CC1110', 'CC2002', 'CC1582', 'CC2627']"
19858,"['CC1674', 'CC3741', 'CC2002', 'CC1125']"
19859,"['CC1674', 'CC3434', 'CC1874']"
19860,"['CC3741', 'CC3087', 'CC4519']"
19861,"['CC3621', 'CC2538', 'CC1247', 'CC2204', 'CC1874']"
19862,"['CC1110', 'CC2398', 'CC1527']"
19863,"['CC1284', 'CC2724', 'CC3434', 'CC1347', 'CC2875']"
19864,"['CC1152', 'CC2538', 'CC1301']"
19865,"['CC2925', 'CC3960']"
19866,"['CC1210', 'CC1918', 'CC1247', 'CC2443', 'CC1527']"
19867,"['CC3621', 'CC2332']"
19868,"['CC3677', 'CC2002', 'CC1601', 'CC2146', 'CC1490']"
19869,"['CC3677', 'CC1940', 'CC1394', 'CC3056']"
19870,"['CC2745', 'CC3741', 'CC2579']"
19871,"['CC1210', 'CC2032', 'CC1582', 'CC3056']"
19872,"['CC1069', 'CC2724', 'CC3473', 'CC1125']"
19873,"['CC2745', 'CC3778', 'CC2002', 'CC1031', 'CC3191']"
19874,"['CC1638', 'CC2277', 'CC1198', 'CC2594']"
19875,"['CC3897', 'CC2032', 'CC1551', 'CC2443', 'CC1125']"
19876,"['CC2538', 'CC1247', 'CC2246', 'CC1347']"
19877,"['CC1210', 'CC2277', 'CC1551', 'CC2806', 'CC3540']"
19878,"['CC1674', 'CC3509', 'CC1125']"
19879,"['CC1210', 'CC1918', 'CC1031', 'CC2627']"
19880,"['CC1638', 'CC2124', 'CC1394', 'CC2953']"
19881,"['CC1210', 'CC2538', 'CC1301', 'CC2204', 'CC1125']"
19882,"['CC1152', 'CC2032', 'CC1247', 'CC2806']"
19883,"['CC3840', 'CC2724', 'CC3644']"
19884,"['CC2097', 'CC1463', 'CC2953']"
19885,"['CC2538', 'CC1301', 'CC2204']"
19886,"['CC1638', 'CC3018', 'CC4344', 'CC2594']"
19887,"['CC3778', 'CC2124', 'CC1394', 'CC2204']"
19888,"['CC2097', 'CC1284', 'CC2486', 'CC1582', 'CC2875']"
19889,"['CC4078', 'CC4404', 'CC4047', 'CC4519']"
19890,"['CC3169', 'CC4769', 'CC1031', 'CC2146', 'CC1527']"
19891,"['CC3621', 'CC1918', 'CC1301']"
19892,"['CC3897', 'CC1918', 'CC1435', 'CC2654']"
19893,"['CC2745', 'CC3778', 'CC2002', 'CC1301', 'CC2627']"
19894,"['CC3741', 'CC2849', 'CC3960', 'CC4314']"
19895,"['CC1110', 'CC2443', 'CC1814']"
19896,"['CC3897', 'CC2361', 'CC1247', 'CC2806', 'CC3568']"
19897,"['CC1210', 'CC2175', 'CC1373', 'CC2579', 'CC3597']"
19898,"['CC1210', 'CC2361', 'CC1551', 'CC2066', 'CC1347']"
19899,"['CC4920', 'CC2124', 'CC1394', 'CC2146', 'CC1125']"
19900,"['CC1152', 'CC2849', 'CC4163']"
19901,"['CC1110', 'CC2032', 'CC1301', 'CC2627']"
19902,"['CC4829', 'CC1940', 'CC1301']"
19903,"['CC3897', 'CC2277', 'CC1198', 'CC2697', 'CC3718']"
19904,"['CC1110', 'CC2538', 'CC1551', 'CC2066', 'CC1490']"
19905,"['CC1918', 'CC1551', 'CC2204']"
19906,"['CC1373', 'CC2124', 'CC1582', 'CC2875']"
19907,"['CC1210', 'CC3293', 'CC4949', 'CC2594']"
19908,"['CC1110', 'CC2500', 'CC1762']"
19909,"['CC2410', 'CC1435', 'CC2806']"
19910,"['CC2097', 'CC1011', 'CC2697', 'CC3644']"
19911,"['CC2410', 'CC1301', 'CC2627']"
19912,"['CC3169', 'CC4769', 'CC1582', 'CC2875']"
19913,"['CC3897', 'CC2032', 'CC1198', 'CC2443', 'CC1814']"
19914,"['CC2097', 'CC1733', 'CC3404', 'CC1125']"
19915,"['CC4106', 'CC4375', 'CC3977', 'CC4344', 'CC2594']"
19916,"['CC3840', 'CC2124', 'CC1031', 'CC3191']"
19917,"['CC1674', 'CC3778', 'CC2124', 'CC1031', 'CC2594']"
19918,"['CC4694', 'CC1551', 'CC2066', 'CC1347']"
19919,"['CC4829', 'CC2724', 'CC3434', 'CC1874']"
19920,"['CC2175', 'CC1463', 'CC3056']"
19921,"['CC4439', 'CC3919', 'CC4314']"
19922,"['CC2745', 'CC3741', 'CC2500', 'CC1582', 'CC2594']"
19923,"['CC2097', 'CC1373', 'CC2579', 'CC3404', 'CC1874']"
19924,"['CC3897', 'CC2361', 'CC1247', 'CC2773', 'CC3568']"
19925,"['CC2175', 'CC1373', 'CC2124', 'CC1582', 'CC2875']"
19926,"['CC3840', 'CC2486', 'CC1031', 'CC2146', 'CC1490']"
19927,"['CC1152', 'CC2361', 'CC1247', 'CC2443', 'CC1347']"
19928,"['CC1152', 'CC2277', 'CC1394', 'CC2875']"
19929,"['CC3677', 'CC2697', 'CC3644']"
19930,"['CC1210', 'CC2032', 'CC1198', 'CC2146', 'CC1125']"
19931,"['CC4829', 'CC1940', 'CC1031', 'CC2146', 'CC1125']"
19932,"['CC3621', 'CC2002', 'CC1301', 'CC3056']"
19933,"['CC1210', 'CC2124', 'CC1847']"
19934,"['CC1110', 'CC2538', 'CC1198', 'CC2697', 'CC3540']"
19935,"['CC1918', 'CC1435', 'CC2654', 'CC3597', 'CC2875']"
19936,"['CC1373', 'CC2302', 'CC1031', 'CC2627']"
19937,"['CC1152', 'CC2032', 'CC1198', 'CC2246', 'CC1874']"
19938,"['CC3778', 'CC2124', 'CC1394', 'CC2204', 'CC1874']"
19939,"['CC1674', 'CC3741', 'CC2002', 'CC1874']"
19940,"['CC1210', 'CC2361', 'CC1198', 'CC2146', 'CC1527']"
19941,"['CC2849', 'CC4163']"
19942,"['CC2410', 'CC1373', 'CC2302', 'CC1582', 'CC2875']"
19943,"['CC2410', 'CC1551', 'CC2697', 'CC3597', 'CC3191']"
19944,"['CC2361', 'CC1247', 'CC2773', 'CC3568']"
19945,"['CC3741', 'CC2002', 'CC1301', 'CC2806', 'CC3540']"
19946,"['CC4829', 'CC3018', 'CC4344', 'CC2875']"
19947,"['CC1638', 'CC2277', 'CC1247', 'CC2806', 'CC3568']"
19948,"['CC1674', 'CC3778', 'CC2002', 'CC1762']"
19949,"['CC3897', 'CC2361', 'CC1582', 'CC2627']"
19950,"['CC2175', 'CC1435', 'CC3149']"
19951,"['CC4920', 'CC1940', 'CC1394', 'CC2146', 'CC1125']"
19952,"['CC3677', 'CC2277', 'CC1799', 'CC4731', 'CC1490']"
19953,"['CC1110', 'CC2398', 'CC1247', 'CC2443', 'CC1814']"
19954,"['CC1152', 'CC2002', 'CC1301', 'CC2594']"
19955,"['CC1152', 'CC2538', 'CC1247', 'CC2146']"
19956,"['CC3621', 'CC2032', 'CC1198', 'CC2697', 'CC3644']"
19957,"['CC2745', 'CC3778', 'CC2002', 'CC1874']"
19958,"['CC4920', 'CC2002', 'CC1582', 'CC2594']"
19959,"['CC1152', 'CC2538', 'CC1551', 'CC2773', 'CC3568']"
19960,"['CC3621', 'CC2500', 'CC1847']"
19961,"['CC3677', 'CC2925', 'CC3960', 'CC4314']"
19962,"['CC2097', 'CC1463', 'CC2302', 'CC1601', 'CC2594']"
19963,"['CC3897', 'CC2849', 'CC4047']"
19964,"['CC1110', 'CC2538', 'CC1198', 'CC2443', 'CC1814']"
19965,"['CC3621', 'CC2277', 'CC1011', 'CC2627']"
19966,"['CC2097', 'CC1435', 'CC2443', 'CC1814']"
19967,"['CC1435', 'CC2302', 'CC1031', 'CC3056']"
19968,"['CC1210', 'CC2277', 'CC1394', 'CC2204', 'CC1490']"
19969,"['CC1069', 'CC2486', 'CC1582', 'CC2594']"
19970,"['CC3897', 'CC2361', 'CC1551', 'CC2246', 'CC1490']"
19971,"['CC2097', 'CC1069', 'CC2124', 'CC1701']"
19972,"['CC1152', 'CC2398', 'CC1551', 'CC2246', 'CC1874']"
19973,"['CC3897', 'CC2538', 'CC1198', 'CC2773']"
19974,"['CC2097', 'CC1373', 'CC2302', 'CC1847']"
19975,"['CC3621', 'CC2277', 'CC1551', 'CC2773', 'CC3540']"
19976,"['CC2773', 'CC3540']"
19977,"['CC1110', 'CC2277', 'CC1301', 'CC3191']"
19978,"['CC2410', 'CC1435', 'CC2500', 'CC1490']"
19979,"['CC2538', 'CC1601', 'CC3056']"
19980,"['CC1152', 'CC1940', 'CC1301', 'CC2806', 'CC3540']"
19981,"['CC3621', 'CC1918', 'CC1435', 'CC3149']"
19982,"['CC1210', 'CC2032', 'CC1394', 'CC2146', 'CC1527']"
19983,"['CC1674', 'CC3741', 'CC2654', 'CC3540']"
19984,"['CC3897', 'CC2032', 'CC1247', 'CC2953']"
19985,"['CC2097', 'CC1551', 'CC2806', 'CC3568']"
19986,"['CC2745', 'CC3778', 'CC2002', 'CC1031', 'CC2875']"
19987,"['CC1152', 'CC2724', 'CC3597', 'CC2875']"
19988,"['CC2097', 'CC1069', 'CC2332', 'CC1601', 'CC3056']"
19989,"['CC2097', 'CC1069', 'CC2654', 'CC3473', 'CC1490']"
19990,"['CC1152', 'CC2538', 'CC1394', 'CC2146', 'CC1527']"
19991,"['CC1638', 'CC2246', 'CC1125']"
19992,"['CC2175', 'CC1301', 'CC2146', 'CC1125']"
19993,"['CC3919', 'CC4483', 'CC3852']"
19994,"['CC3621', 'CC2361', 'CC1394']"
19995,"['CC2097', 'CC1069', 'CC2486']"
19996,"['CC1110', 'CC2538', 'CC1247', 'CC2697', 'CC3597']"
19997,"['CC1011', 'CC2443', 'CC1527']"
19998,"['CC2745', 'CC3741', 'CC2124', 'CC1762', 'CC3540']"
19999,"['CC2097', 'CC1247', 'CC2066', 'CC1527']"
20000,"['CC1152', 'CC2277', 'CC1011', 'CC2953']"
20001,"['CC1210', 'CC2486', 'CC1394', 'CC2146', 'CC1814']"
20002,"['CC1210', 'CC2277', 'CC1011', 'CC2066', 'CC1527']"
20003,"['CC2277', 'CC1247', 'CC2697', 'CC3540']"
20004,"['CC1373', 'CC2002', 'CC1394', 'CC2204', 'CC1874']"
20005,"['CC3621', 'CC2277', 'CC1247', 'CC2246', 'CC1347']"
20006,"['CC2097', 'CC1069', 'CC3313', 'CC5141']"
20007,"['CC1638', 'CC2277', 'CC1031', 'CC2627']"
20008,"['CC2175', 'CC1394', 'CC2204', 'CC1527']"
20009,"['CC1733', 'CC3509', 'CC1301', 'CC2204', 'CC1490']"
20010,"['CC2097', 'CC1284', 'CC2627']"
20011,"['CC1638', 'CC1940', 'CC1301', 'CC2806', 'CC3540']"
20012,"['CC1110', 'CC2361', 'CC1551', 'CC2246', 'CC1490']"
20013,"['CC2538', 'CC1198', 'CC2066', 'CC1347']"
20014,"['CC1210', 'CC2398', 'CC1551']"
20015,"['CC1638', 'CC2486', 'CC1301', 'CC2204', 'CC1527']"
20016,"['CC1110', 'CC2398', 'CC1551', 'CC2246', 'CC1814']"
20017,"['CC1152', 'CC2277', 'CC1011', 'CC2246', 'CC1814']"
20018,"['CC3897', 'CC2538', 'CC1247', 'CC2146', 'CC1527']"
20019,"['CC1210', 'CC1918', 'CC1435', 'CC2146', 'CC1527']"
20020,"['CC1210', 'CC1918', 'CC1011', 'CC2697', 'CC3568']"
20021,"['CC3919', 'CC4606']"
20022,"['CC3677', 'CC2302', 'CC1031', 'CC2627']"
20023,"['CC2097', 'CC1069', 'CC2579', 'CC3434', 'CC1701']"
20024,"['CC1152', 'CC3293', 'CC4949', 'CC2627']"
20025,"['CC1674', 'CC3741', 'CC2849', 'CC4047', 'CC4519']"
20026,"['CC2410', 'CC1284', 'CC2486', 'CC1601', 'CC1975']"
20027,"['CC3897', 'CC2538', 'CC1011', 'CC2204']"
20028,"['CC4920', 'CC2002', 'CC1301']"
20029,"['CC3473', 'CC1701']"
20030,"['CC3778', 'CC2002', 'CC1601', 'CC2953']"
20031,"['CC3897', 'CC2277', 'CC1394', 'CC1975']"
20032,"['CC3621', 'CC3087', 'CC4314']"
20033,"['CC1435', 'CC2443', 'CC1347']"
20034,"['CC2538', 'CC1551', 'CC2443']"
20035,"['CC1638', 'CC2500', 'CC1582', 'CC3191']"
20036,"['CC2097', 'CC1284', 'CC2486', 'CC1601', 'CC2594']"
20037,"['CC2745', 'CC3741', 'CC2204']"
20038,"['CC3677', 'CC1940', 'CC1301', 'CC2146', 'CC1125']"
20039,"['CC3897', 'CC2654', 'CC3434', 'CC1347']"
20040,"['CC3897', 'CC2277', 'CC1551', 'CC2697', 'CC3568']"
20041,"['CC1110', 'CC2277', 'CC1247', 'CC2773']"
20042,"['CC3897', 'CC2398', 'CC1551', 'CC2806', 'CC3540']"
20043,"['CC1110', 'CC2538', 'CC1011', 'CC2066', 'CC1701']"
20044,"['CC2745', 'CC3778', 'CC2579', 'CC3597', 'CC3191']"
20045,"['CC1463', 'CC2246', 'CC1125']"
20046,"['CC2745', 'CC3741', 'CC2724', 'CC3473', 'CC1814']"
20047,"['CC1210', 'CC2032', 'CC1011', 'CC2443', 'CC1701']"
20048,"['CC3677', 'CC2124', 'CC1394', 'CC2146', 'CC1490']"
20049,"['CC3897', 'CC2538', 'CC1582', 'CC3191']"
20050,"['CC1210', 'CC2398', 'CC1247', 'CC2697', 'CC3644']"
20051,"['CC3621', 'CC2066', 'CC1347', 'CC2594']"
20052,"['CC4694', 'CC1601', 'CC1975']"
20053,"['CC1110', 'CC2032', 'CC1198', 'CC2066', 'CC1814']"
20054,"['CC4920', 'CC2654']"
20055,"['CC3621', 'CC1940', 'CC1301', 'CC2146', 'CC1527']"
20056,"['CC1674', 'CC3741', 'CC2579', 'CC3434', 'CC1347']"
20057,"['CC1152', 'CC2002', 'CC1601', 'CC2953']"
20058,"['CC2097', 'CC1373', 'CC2579', 'CC3404', 'CC1490']"
20059,"['CC1210', 'CC2398', 'CC1394', 'CC2875']"
20060,"['CC3897', 'CC2538', 'CC1011', 'CC2246', 'CC1125']"
20061,"['CC3621', 'CC2398', 'CC1247', 'CC2443', 'CC1701']"
20062,"['CC1638', 'CC2277', 'CC1247', 'CC2204']"
20063,"['CC1638', 'CC2486', 'CC1031', 'CC3191']"
20064,"['CC2097', 'CC1373', 'CC2654', 'CC3434', 'CC1527']"
20065,"['CC1674', 'CC3778', 'CC2806', 'CC3568']"
20066,"['CC1210', 'CC2398', 'CC1011', 'CC2204', 'CC1874']"
20067,"['CC1069', 'CC2002', 'CC1394', 'CC2204']"
20068,"['CC1210', 'CC1918', 'CC1394', 'CC2146', 'CC1490']"
20069,"['CC3897', 'CC2538', 'CC1198', 'CC2066']"
20070,"['CC1210', 'CC2654', 'CC3404', 'CC1347', 'CC2594']"
20071,"['CC1069', 'CC2486', 'CC1601', 'CC2875']"
20072,"['CC2097', 'CC1551', 'CC2246']"
20073,"['CC2097', 'CC1373', 'CC2500', 'CC1874']"
20074,"['CC3677', 'CC2500', 'CC1347']"
20075,"['CC1210', 'CC2002', 'CC1874']"
20076,"['CC1210', 'CC2361', 'CC1301', 'CC2146', 'CC1125']"
20077,"['CC1069', 'CC2654', 'CC3434', 'CC1701']"
20078,"['CC1210', 'CC2925', 'CC3977', 'CC4282']"
20079,"['CC2745', 'CC3778', 'CC2124', 'CC1301', 'CC2627']"
20080,"['CC2097', 'CC1069', 'CC2002', 'CC1301', 'CC2594']"
20081,"['CC3621', 'CC2486', 'CC1394', 'CC2204', 'CC1125']"
20082,"['CC2097', 'CC1011', 'CC2146', 'CC1814']"
20083,"['CC2538', 'CC1011', 'CC2066', 'CC1125']"
20084,"['CC1110', 'CC2032', 'CC1011', 'CC2697', 'CC3568']"
20085,"['CC2745', 'CC3778', 'CC2500', 'CC1762', 'CC3718']"
20086,"['CC3621', 'CC2398', 'CC1198', 'CC2204', 'CC1527']"
20087,"['CC1284', 'CC2002', 'CC1527']"
20088,"['CC3897', 'CC2361', 'CC1247', 'CC2066', 'CC1125']"
20089,"['CC3621', 'CC2361', 'CC1011', 'CC2443', 'CC1490']"
20090,"['CC1152', 'CC2361', 'CC1031', 'CC2594']"
20091,"['CC2097', 'CC1435', 'CC2500']"
20092,"['CC1435', 'CC2500', 'CC1347', 'CC2594']"
20093,"['CC1210', 'CC2002', 'CC1394', 'CC2953']"
20094,"['CC3677', 'CC2277', 'CC1799', 'CC4731', 'CC1814']"
20095,"['CC3897', 'CC2002', 'CC1601', 'CC1975']"
20096,"['CC3621', 'CC2361', 'CC1551', 'CC2443', 'CC1490']"
20097,"['CC2579', 'CC3644', 'CC2875']"
20098,"['CC2745', 'CC3741', 'CC2773', 'CC3540']"
20099,"['CC1210', 'CC2246', 'CC1814']"
20100,"['CC3840', 'CC2002', 'CC1347', 'CC2875']"
20101,"['CC1284', 'CC2486', 'CC1347', 'CC2594']"
20102,"['CC4375', 'CC4047', 'CC4282']"
20103,"['CC1284', 'CC2002', 'CC1347', 'CC2594']"
20104,"['CC4920', 'CC2724', 'CC3434', 'CC1347', 'CC2875']"
20105,"['CC2745', 'CC3778', 'CC2875']"
20106,"['CC1210', 'CC2579', 'CC3473', 'CC1701']"
20107,"['CC1110', 'CC2538', 'CC1247', 'CC2204', 'CC1527']"
20108,"['CC4439', 'CC3977', 'CC4344']"
20109,"['CC2745', 'CC3509', 'CC1394']"
20110,"['CC1210', 'CC2175', 'CC1373', 'CC2246', 'CC1490']"
20111,"['CC1210', 'CC2579', 'CC3404', 'CC1490']"
20112,"['CC4920', 'CC2124', 'CC1031', 'CC3056']"
20113,"['CC1110', 'CC1940', 'CC1031', 'CC2146', 'CC1814']"
20114,"['CC2745', 'CC3741', 'CC2579', 'CC3473', 'CC1527']"
20115,"['CC1210', 'CC2277', 'CC1011', 'CC2146', 'CC1527']"
20116,"['CC1435', 'CC2654', 'CC3473']"
20117,"['CC1918', 'CC1435', 'CC2697', 'CC3568']"
20118,"['CC1210', 'CC1918', 'CC1247', 'CC2594']"
20119,"['CC3778', 'CC2002', 'CC1301']"
20120,"['CC4694', 'CC1011', 'CC2443', 'CC1874']"
20121,"['CC1210', 'CC2398', 'CC1551', 'CC2066']"
20122,"['CC1210', 'CC3343', 'CC5181', 'CC2146']"
20123,"['CC1674', 'CC3741', 'CC2066', 'CC1874']"
20124,"['CC3677', 'CC2032', 'CC1011', 'CC2146', 'CC1527']"
20125,"['CC3621', 'CC2277', 'CC1198', 'CC2697']"
20126,"['CC1210', 'CC2032', 'CC1247', 'CC2246', 'CC1347']"
20127,"['CC1152', 'CC2538', 'CC1011', 'CC2443']"
20128,"['CC1210', 'CC1918', 'CC1031', 'CC2146', 'CC1814']"
20129,"['CC1110', 'CC2032', 'CC1551', 'CC2204', 'CC1125']"
20130,"['CC1918', 'CC1601', 'CC2594']"
20131,"['CC3677', 'CC2277', 'CC1011', 'CC2066', 'CC1874']"
20132,"['CC1210', 'CC1940', 'CC1031']"
20133,"['CC3621', 'CC2486', 'CC1394', 'CC2953']"
20134,"['CC3621', 'CC2277', 'CC1247', 'CC2806', 'CC3568']"
20135,"['CC1674', 'CC3741', 'CC2302', 'CC1762']"
20136,"['CC3741', 'CC2724', 'CC3473', 'CC1347', 'CC2594']"
20137,"['CC1110', 'CC2486', 'CC1125']"
20138,"['CC1152', 'CC2486', 'CC1582', 'CC3056']"
20139,"['CC1638', 'CC2032', 'CC1551', 'CC2806', 'CC3540']"
20140,"['CC3897', 'CC2894', 'CC3977', 'CC4344', 'CC3191']"
20141,"['CC3897', 'CC1918', 'CC1435', 'CC3313']"
20142,"['CC2175', 'CC1463', 'CC2066', 'CC1874']"
20143,"['CC3897', 'CC2361', 'CC1011', 'CC2697', 'CC3597']"
20144,"['CC3621', 'CC2579', 'CC3473', 'CC1347', 'CC2875']"
20145,"['CC3621', 'CC2361', 'CC1551', 'CC2146']"
20146,"['CC1069', 'CC2332', 'CC1394']"
20147,"['CC1733', 'CC3509', 'CC1394', 'CC2204', 'CC1814']"
20148,"['CC3897', 'CC2277', 'CC1551', 'CC2246', 'CC1701']"
20149,"['CC3621', 'CC2002', 'CC1582']"
20150,"['CC1638', 'CC2332', 'CC1394', 'CC2146']"
20151,"['CC4078', 'CC4375', 'CC3977', 'CC4519']"
20152,"['CC1210', 'CC1918', 'CC1463', 'CC2302', 'CC1701']"
20153,"['CC1152', 'CC2538', 'CC1011', 'CC2204', 'CC1814']"
20154,"['CC3677', 'CC2032', 'CC1198', 'CC2246', 'CC1874']"
20155,"['CC2097', 'CC1373', 'CC2443', 'CC1347', 'CC2875']"
20156,"['CC2410', 'CC1284', 'CC2486', 'CC1601', 'CC2627']"
20157,"['CC3677', 'CC2032', 'CC1198', 'CC2146', 'CC1125']"
20158,"['CC1210', 'CC2175', 'CC1373', 'CC2806', 'CC3718']"
20159,"['CC3677', 'CC2124', 'CC1347', 'CC2594']"
20160,"['CC1373', 'CC2849', 'CC3852']"
20161,"['CC1674', 'CC3778', 'CC2124', 'CC1874']"
20162,"['CC4694', 'CC1551', 'CC3191']"
20163,"['CC3621', 'CC2277', 'CC1198', 'CC2246', 'CC1490']"
20164,"['CC2745', 'CC3778', 'CC2443', 'CC1701']"
20165,"['CC1069', 'CC2332', 'CC1394', 'CC2875']"
20166,"['CC1110', 'CC2002', 'CC1394', 'CC2204', 'CC1527']"
20167,"['CC4829', 'CC2002', 'CC1301', 'CC2953']"
20168,"['CC1638', 'CC2032', 'CC1247', 'CC2697', 'CC3568']"
20169,"['CC3621', 'CC2032', 'CC1011', 'CC2246', 'CC1874']"
20170,"['CC1210', 'CC2175', 'CC1435', 'CC2654', 'CC3540']"
20171,"['CC4694', 'CC1011', 'CC2246', 'CC1527']"
20172,"['CC2097', 'CC1463', 'CC2246', 'CC1874']"
20173,"['CC1210', 'CC2332', 'CC1031', 'CC2146', 'CC1490']"
20174,"['CC2745', 'CC3741', 'CC2627']"
20175,"['CC2097', 'CC1069', 'CC2697', 'CC3540']"
20176,"['CC2410', 'CC1284', 'CC2697', 'CC3597', 'CC3056']"
20177,"['CC1918', 'CC1247', 'CC2146', 'CC1125']"
20178,"['CC1733', 'CC3509', 'CC1394', 'CC2146', 'CC1814']"
20179,"['CC1069', 'CC1940', 'CC1601', 'CC2627']"
20180,"['CC4920', 'CC1940', 'CC1762', 'CC3540']"
20181,"['CC3621', 'CC2332', 'CC1031', 'CC3056']"
20182,"['CC1110', 'CC2538', 'CC1551', 'CC2875']"
20183,"['CC1110', 'CC2032', 'CC1394', 'CC2146', 'CC1125']"
20184,"['CC3840', 'CC2486', 'CC1301', 'CC2146', 'CC1814']"
20185,"['CC1110', 'CC2277', 'CC1011', 'CC3149', 'CC4679']"
20186,"['CC3741', 'CC2302', 'CC1031', 'CC2146', 'CC1814']"
20187,"['CC2410', 'CC1373', 'CC2246', 'CC1701']"
20188,"['CC2097', 'CC1435', 'CC2246', 'CC1125']"
20189,"['CC1152', 'CC2361', 'CC1247', 'CC2697', 'CC3540']"
20190,"['CC2410', 'CC1463', 'CC2992']"
20191,"['CC3677', 'CC2277', 'CC1394', 'CC2146', 'CC1527']"
20192,"['CC3677', 'CC1940', 'CC1601']"
20193,"['CC3897', 'CC2066', 'CC1490']"
20194,"['CC3840', 'CC2302', 'CC1031', 'CC2146', 'CC1814']"
20195,"['CC3621', 'CC2361', 'CC1551', 'CC2146', 'CC1125']"
20196,"['CC3677', 'CC2277', 'CC1031', 'CC2627']"
20197,"['CC2745', 'CC3778', 'CC2724', 'CC3597', 'CC2875']"
20198,"['CC1110', 'CC2398', 'CC1247', 'CC2066', 'CC1490']"
20199,"['CC3897', 'CC2361', 'CC1551', 'CC2443', 'CC1347']"
20200,"['CC1110', 'CC2398', 'CC1551', 'CC2697', 'CC3644']"
20201,"['CC2277', 'CC1011', 'CC2146', 'CC1125']"
20202,"['CC1069', 'CC2002', 'CC1301', 'CC2204', 'CC1490']"
20203,"['CC3621', 'CC2538', 'CC1011', 'CC2773', 'CC3568']"
20204,"['CC3741', 'CC2124', 'CC1814']"
20205,"['CC1069', 'CC2654', 'CC3473']"
20206,"['CC3677', 'CC2277', 'CC1011', 'CC3056']"
20207,"['CC3778', 'CC2246', 'CC1527']"
20208,"['CC2410', 'CC1373', 'CC2124', 'CC1394', 'CC2146']"
20209,"['CC2410', 'CC1435', 'CC2302', 'CC1762', 'CC3718']"
20210,"['CC1918', 'CC1463', 'CC2697', 'CC3644', 'CC2594']"
20211,"['CC3621', 'CC2398', 'CC1247', 'CC2697', 'CC3597']"
20212,"['CC1210', 'CC1918', 'CC1799', 'CC4781']"
20213,"['CC3621', 'CC2697', 'CC3597', 'CC3191']"
20214,"['CC1638', 'CC2332', 'CC1847']"
20215,"['CC2097', 'CC1394', 'CC2146']"
20216,"['CC2097', 'CC1069', 'CC1940', 'CC1301', 'CC3191']"
20217,"['CC3840', 'CC2579', 'CC3597']"
20218,"['CC1210', 'CC2277', 'CC1011', 'CC2773', 'CC3568']"
20219,"['CC1152', 'CC2032', 'CC1301', 'CC3191']"
20220,"['CC2410', 'CC1373', 'CC2124', 'CC1601', 'CC2627']"
20221,"['CC2097', 'CC1069', 'CC2724', 'CC3473']"
20222,"['CC1152', 'CC2124', 'CC1301', 'CC2146', 'CC1125']"
20223,"['CC2410', 'CC1435', 'CC2302', 'CC1582', 'CC2594']"
20224,"['CC1069', 'CC2332', 'CC1031', 'CC2627']"
20225,"['CC1069', 'CC2486', 'CC1394', 'CC2204', 'CC1814']"
20226,"['CC1152', 'CC2124', 'CC1301', 'CC2806', 'CC3540']"
20227,"['CC3621', 'CC1918', 'CC1301', 'CC2146', 'CC1490']"
20228,"['CC3677', 'CC2002', 'CC1301', 'CC2806', 'CC3718']"
20229,"['CC1069', 'CC1940', 'CC1301', 'CC2146', 'CC1527']"
20230,"['CC1152', 'CC2538', 'CC1011', 'CC2204', 'CC1125']"
20231,"['CC1152', 'CC2332', 'CC1347']"
20232,"['CC3897', 'CC2246', 'CC1347', 'CC2594']"
20233,"['CC3677', 'CC2277', 'CC1582', 'CC2627']"
20234,"['CC3897', 'CC2724', 'CC3473', 'CC1347']"
20235,"['CC4829', 'CC2500', 'CC1125']"
20236,"['CC1210', 'CC2398', 'CC1198', 'CC2697', 'CC3540']"
20237,"['CC3778', 'CC2806', 'CC3568']"
20238,"['CC1284', 'CC2724', 'CC3473', 'CC1347']"
20239,"['CC2097', 'CC1435', 'CC2500', 'CC1762', 'CC3718']"
20240,"['CC1210', 'CC2894', 'CC4163']"
20241,"['CC1435', 'CC2654', 'CC3597', 'CC3056']"
20242,"['CC2486', 'CC1601']"
20243,"['CC3897', 'CC2443', 'CC1814']"
20244,"['CC2175', 'CC1435', 'CC2066', 'CC1527']"
20245,"['CC1210', 'CC2398', 'CC1011', 'CC2594']"
20246,"['CC3677', 'CC2124', 'CC1701']"
20247,"['CC1110', 'CC2332', 'CC1301', 'CC2204', 'CC1527']"
20248,"['CC1110', 'CC2032', 'CC1198', 'CC2443', 'CC1490']"
20249,"['CC4920', 'CC2500', 'CC1762']"
20250,"['CC3677', 'CC2332', 'CC1301', 'CC2204']"
20251,"['CC1435', 'CC3313', 'CC5141', 'CC2875']"
20252,"['CC1069', 'CC1940', 'CC1031', 'CC2146', 'CC1490']"
20253,"['CC3621', 'CC2002', 'CC1301', 'CC2146']"
20254,"['CC1152', 'CC2538', 'CC1247', 'CC2443', 'CC1125']"
20255,"['CC3677', 'CC2002', 'CC1582', 'CC2594']"
20256,"['CC3897', 'CC2398', 'CC1198', 'CC2697', 'CC3540']"
