Duty Period #,Flights,Origin,Destination,Departure,Arrival,Duty Time,Overnight,Cost
18816,"['CC2410', 'CC1284', 'CC2302', 'CC1601', 'CC3191']",LFPG,ESSA,07:25:00,23:20:00,0 days 10:40:00,540.0,3160.6666666666665
18817,"['CC1069', 'CC2724', 'CC3434', 'CC1347', 'CC2875']",EGLL,EDDF,08:55:00,23:05:00,0 days 09:20:00,650.0,2965.333333333333
18818,"['CC2175', 'CC1435', 'CC2246', 'CC1701']",LFPG,EHAM,08:25:00,21:35:00,0 days 07:25:00,705.0,2581.416666666667
18819,"['CC1210', 'CC2175', 'CC1301', 'CC2204', 'CC1527']",EGLL,LFPG,06:05:00,22:30:00,0 days 08:50:00,1215.0,3415.833333333333
18820,"['CC1638', 'CC2277', 'CC1799', 'CC4781', 'CC3056']",EGLL,EDDM,07:20:00,22:55:00,0 days 10:40:00,660.0,3280.6666666666665
18821,"['CC2410', 'CC1284', 'CC2246', 'CC1347', 'CC2875']",LFPG,EDDF,07:25:00,23:05:00,0 days 09:10:00,650.0,2927.166666666667
18822,"['CC2745', 'CC3778', 'CC2124', 'CC1527']",LFPG,LFPG,07:30:00,22:30:00,0 days 07:00:00,0.0,1781.0
18823,"['CC1210', 'CC2724', 'CC3434', 'CC1701']",EGLL,EHAM,06:05:00,21:35:00,0 days 07:35:00,705.0,2619.583333333333
18824,"['CC1198', 'CC2204']",EGLL,EGLL,14:10:00,19:20:00,0 days 03:30:00,0.0,979.5
18825,"['CC1198', 'CC2697', 'CC3568']",EGLL,LFPG,14:10:00,20:50:00,0 days 05:10:00,1215.0,2576.166666666667
18826,"['CC2302', 'CC1031', 'CC2627']",LFPG,EHAM,14:00:00,21:20:00,0 days 05:15:00,705.0,2085.25
18827,"['CC3897', 'CC1918', 'CC1247', 'CC2697', 'CC3597']",EDDF,LFPG,06:05:00,19:25:00,0 days 08:50:00,1215.0,3415.833333333333
18828,"['CC2175', 'CC1373', 'CC2302', 'CC1031']",LFPG,LFPG,08:25:00,17:45:00,0 days 07:00:00,0.0,1781.0
18829,"['CC2398', 'CC1247', 'CC2066', 'CC1347', 'CC2875']",LFPG,EDDF,09:25:00,23:05:00,0 days 09:00:00,650.0,2889.0
18830,"['CC1284', 'CC2486', 'CC1394', 'CC3191']",EGLL,ESSA,10:20:00,23:20:00,0 days 08:40:00,540.0,2702.666666666667
18831,"['CC1210', 'CC2175', 'CC1373', 'CC2002', 'CC1582']",EGLL,LFPG,06:05:00,18:55:00,0 days 08:40:00,1215.0,3377.666666666667
18832,"['CC3621', 'CC2277', 'CC1247', 'CC2443']",EHAM,EGLL,06:20:00,17:55:00,0 days 07:05:00,785.0,2585.083333333333
18833,"['CC1210', 'CC2124', 'CC1394', 'CC2627']",EGLL,EHAM,06:05:00,21:20:00,0 days 06:55:00,705.0,2466.916666666667
18834,"['CC1110', 'CC2277', 'CC1198', 'CC2066']",EGLL,EGLL,06:50:00,17:30:00,0 days 06:50:00,0.0,1742.8333333333333
18835,"['CC4769', 'CC1031', 'CC2146', 'CC1125']",EIDW,LFPG,11:45:00,22:05:00,0 days 07:10:00,1215.0,3034.166666666667
18836,"['CC1210', 'CC2175', 'CC1373', 'CC2849', 'CC4009']",EGLL,EDDM,06:05:00,21:15:00,0 days 08:45:00,660.0,2841.75
18837,"['CC1110', 'CC2124', 'CC1301', 'CC2146', 'CC1125']",EGLL,LFPG,06:50:00,22:05:00,0 days 08:30:00,1215.0,3339.5
18838,"['CC3018', 'CC4344', 'CC2594']",LFPG,EHAM,11:15:00,22:35:00,0 days 06:15:00,705.0,2314.25
18839,"['CC1918', 'CC1198', 'CC2146']",LFPG,EGLL,08:50:00,19:50:00,0 days 05:00:00,785.0,2108.0
18840,"['CC3897', 'CC2124', 'CC1394', 'CC2146', 'CC1125']",EDDF,LFPG,06:05:00,22:05:00,0 days 08:50:00,1215.0,3415.833333333333
18841,"['CC1210', 'CC2175', 'CC1373', 'CC1975']",EGLL,EGLL,06:05:00,20:35:00,0 days 06:50:00,0.0,1742.8333333333333
18842,"['CC1674', 'CC3778', 'CC2579', 'CC3568']",EGLL,LFPG,06:35:00,20:50:00,0 days 07:20:00,1215.0,3072.333333333333
18843,"['CC1210', 'CC2538', 'CC1551', 'CC2146', 'CC1527']",EGLL,LFPG,06:05:00,22:30:00,0 days 09:00:00,1215.0,3454.0
18844,"['CC2097', 'CC1733', 'CC3509', 'CC1601', 'CC1975']",LFPG,EGLL,06:30:00,20:35:00,0 days 09:30:00,785.0,3138.5
18845,"['CC1110', 'CC2538', 'CC1198', 'CC2594']",EGLL,EHAM,06:50:00,22:35:00,0 days 07:05:00,705.0,2505.083333333333
18846,"['CC1210', 'CC2277', 'CC1551', 'CC2246']",EGLL,EGLL,06:05:00,17:40:00,0 days 07:10:00,0.0,1819.1666666666667
18847,"['CC2398', 'CC1011', 'CC2146']",LFPG,EGLL,09:25:00,19:50:00,0 days 05:10:00,785.0,2146.166666666667
18848,"['CC1918', 'CC1011', 'CC2066', 'CC1125']",LFPG,LFPG,08:50:00,22:05:00,0 days 06:40:00,0.0,1704.6666666666667
18849,"['CC2410', 'CC1373', 'CC2002', 'CC1031', 'CC3191']",LFPG,ESSA,07:25:00,23:20:00,0 days 10:20:00,540.0,3084.3333333333335
18850,"['CC1210', 'CC2925', 'CC3977', 'CC4344', 'CC3191']",EGLL,ESSA,06:05:00,23:20:00,0 days 11:00:00,540.0,3237.0
18851,"['CC1435', 'CC2697', 'CC3597', 'CC2875']",EGLL,EDDF,10:55:00,23:05:00,0 days 07:20:00,650.0,2507.333333333333
18852,"['CC4829', 'CC2002', 'CC1301', 'CC2594']",EIDW,EHAM,07:45:00,22:35:00,0 days 07:50:00,705.0,2676.833333333333
18853,"['CC3621', 'CC2398', 'CC1301', 'CC2146']",EHAM,EGLL,06:20:00,19:50:00,0 days 07:05:00,785.0,2585.083333333333
18854,"['CC2175', 'CC1373', 'CC2579', 'CC3597', 'CC3056']",LFPG,EDDM,08:25:00,22:55:00,0 days 09:15:00,660.0,2956.25
18855,"['CC1110', 'CC2925', 'CC3977', 'CC4344']",EGLL,LFPG,06:50:00,18:45:00,0 days 07:40:00,1215.0,3148.666666666667
18856,"['CC3621', 'CC1918', 'CC1435', 'CC2697', 'CC3540']",EHAM,LFPG,06:20:00,22:35:00,0 days 08:45:00,1215.0,3396.75
18857,"['CC3897', 'CC2398', 'CC1490']",EDDF,LFPG,06:05:00,22:20:00,0 days 05:40:00,1215.0,2690.666666666667
18858,"['CC1110', 'CC2398', 'CC1394', 'CC2204', 'CC1527']",EGLL,LFPG,06:50:00,22:30:00,0 days 09:00:00,1215.0,3454.0
18859,"['CC4078', 'CC4375', 'CC4009']",EDDF,EDDM,07:35:00,21:15:00,0 days 04:45:00,660.0,1925.75
18860,"['CC2097', 'CC1435', 'CC2500', 'CC1847']",LFPG,EIDW,06:30:00,18:55:00,0 days 07:40:00,555.0,2488.666666666667
18861,"['CC1152', 'CC2538', 'CC1301', 'CC2146', 'CC1814']",EGLL,EIDW,06:50:00,22:45:00,0 days 09:20:00,555.0,2870.333333333333
18862,"['CC1069', 'CC1940', 'CC1601', 'CC1975']",EGLL,EGLL,08:55:00,20:35:00,0 days 07:00:00,0.0,1781.0
18863,"['CC3897', 'CC1918', 'CC1011', 'CC2066']",EDDF,EGLL,06:05:00,17:30:00,0 days 07:00:00,785.0,2566.0
18864,"['CC3677', 'CC2277', 'CC1198']",EHAM,LFPG,07:40:00,15:00:00,0 days 05:15:00,1215.0,2595.25
18865,"['CC3621', 'CC2486']",EHAM,EGLL,06:20:00,13:25:00,0 days 03:35:00,785.0,1783.5833333333335
18866,"['CC3897', 'CC3343', 'CC5181', 'CC3056']",EDDF,EDDM,06:05:00,22:55:00,0 days 09:15:00,660.0,2956.25
18867,"['CC3897', 'CC2398', 'CC1394', 'CC2146', 'CC1814']",EDDF,EIDW,06:05:00,22:45:00,0 days 09:30:00,555.0,2908.5
18868,"['CC3677', 'CC2002', 'CC1762', 'CC3718']",EHAM,LFPG,07:40:00,21:50:00,0 days 07:15:00,1215.0,3053.25
18869,"['CC3264', 'CC4949', 'CC2953']",LFPG,LEMD,06:25:00,21:50:00,0 days 08:15:00,555.0,2622.25
18870,"['CC3897', 'CC1918', 'CC1198', 'CC2066']",EDDF,EGLL,06:05:00,17:30:00,0 days 07:00:00,785.0,2566.0
18871,"['CC2410', 'CC1551', 'CC2627']",LFPG,EHAM,07:25:00,21:20:00,0 days 05:25:00,705.0,2123.416666666667
18872,"['CC3621', 'CC2486', 'CC1582', 'CC2594']",EHAM,EHAM,06:20:00,22:35:00,0 days 07:10:00,0.0,1819.1666666666667
18873,"['CC1940', 'CC1601', 'CC3191']",LFPG,ESSA,12:20:00,23:20:00,0 days 07:00:00,540.0,2321.0
18874,"['CC2745', 'CC3741', 'CC3056']",LFPG,EDDM,07:30:00,22:55:00,0 days 05:45:00,660.0,2154.75
18875,"['CC1918', 'CC1198', 'CC2204', 'CC1814']",LFPG,EIDW,08:50:00,22:45:00,0 days 07:20:00,555.0,2412.333333333333
18876,"['CC1152', 'CC2361', 'CC1031', 'CC2146', 'CC1814']",EGLL,EIDW,06:50:00,22:45:00,0 days 09:00:00,555.0,2794.0
18877,"['CC3621', 'CC2538', 'CC1582', 'CC3056']",EHAM,EDDM,06:20:00,22:55:00,0 days 07:50:00,660.0,2631.833333333333
18878,"['CC2538', 'CC1011', 'CC2697', 'CC3644', 'CC2875']",LFPG,EDDF,09:30:00,23:05:00,0 days 09:10:00,650.0,2927.166666666667
18879,"['CC3434', 'CC1701']",EHAM,EHAM,16:45:00,21:35:00,0 days 04:10:00,0.0,1132.1666666666665
18880,"['CC2361', 'CC1198', 'CC2443', 'CC1490']",LFPG,LFPG,09:35:00,22:20:00,0 days 07:10:00,0.0,1819.1666666666667
18881,"['CC4920', 'CC2579', 'CC3473', 'CC1347']",LPPT,LFPG,08:30:00,20:20:00,0 days 08:55:00,1215.0,3434.916666666667
18882,"['CC1069', 'CC2302', 'CC1582', 'CC2594']",EGLL,EHAM,08:55:00,22:35:00,0 days 07:05:00,705.0,2505.083333333333
18883,"['CC3897', 'CC2361', 'CC1011', 'CC2697', 'CC3540']",EDDF,LFPG,06:05:00,22:35:00,0 days 09:00:00,1215.0,3454.0
18884,"['CC3897', 'CC1918', 'CC1435', 'CC2066', 'CC1347']",EDDF,LFPG,06:05:00,20:20:00,0 days 09:00:00,1215.0,3454.0
18885,"['CC1210', 'CC2175', 'CC1373', 'CC2246', 'CC1814']",EGLL,EIDW,06:05:00,22:45:00,0 days 09:10:00,555.0,2832.166666666667
18886,"['CC1638', 'CC2925', 'CC3977', 'CC4344']",EGLL,LFPG,07:20:00,18:45:00,0 days 08:00:00,1215.0,3225.0
18887,"['CC3840', 'CC2579', 'CC3434', 'CC1125']",EDDF,LFPG,08:45:00,22:05:00,0 days 07:30:00,1215.0,3110.5
18888,"['CC3897', 'CC2277', 'CC1247', 'CC2443', 'CC1527']",EDDF,LFPG,06:05:00,22:30:00,0 days 09:10:00,1215.0,3492.166666666667
18889,"['CC1152', 'CC2361', 'CC1394', 'CC2594']",EGLL,EHAM,06:50:00,22:35:00,0 days 07:05:00,705.0,2505.083333333333
18890,"['CC3677', 'CC1940', 'CC1601', 'CC2146', 'CC1527']",EHAM,LFPG,07:40:00,22:30:00,0 days 08:55:00,1215.0,3434.916666666667
18891,"['CC2745', 'CC3778', 'CC2724', 'CC3473', 'CC1701']",LFPG,EHAM,07:30:00,21:35:00,0 days 09:25:00,705.0,3039.416666666667
18892,"['CC3840', 'CC2579', 'CC3568']",EDDF,LFPG,08:45:00,20:50:00,0 days 05:30:00,1215.0,2652.5
18893,"['CC3677', 'CC2124', 'CC1394', 'CC2204', 'CC1814']",EHAM,EIDW,07:40:00,22:45:00,0 days 09:15:00,555.0,2851.25
18894,"['CC2175', 'CC1373', 'CC2579', 'CC3473', 'CC1527']",LFPG,LFPG,08:25:00,22:30:00,0 days 09:10:00,0.0,2277.166666666667
18895,"['CC1210', 'CC2175', 'CC1198', 'CC2806', 'CC3718']",EGLL,LFPG,06:05:00,21:50:00,0 days 08:30:00,1215.0,3339.5
18896,"['CC1210', 'CC2002', 'CC1601', 'CC3056']",EGLL,EDDM,06:05:00,22:55:00,0 days 07:35:00,660.0,2574.583333333333
18897,"['CC1110', 'CC2277', 'CC1551', 'CC2246', 'CC1125']",EGLL,LFPG,06:50:00,22:05:00,0 days 08:50:00,1215.0,3415.833333333333
18898,"['CC3621', 'CC2032', 'CC1011', 'CC2066', 'CC1125']",EHAM,LFPG,06:20:00,22:05:00,0 days 08:25:00,1215.0,3320.416666666667
18899,"['CC4920', 'CC1940', 'CC1814']",LPPT,EIDW,08:30:00,22:45:00,0 days 07:05:00,555.0,2355.083333333333
18900,"['CC2002', 'CC1347']",LFPG,LFPG,12:55:00,20:20:00,0 days 03:30:00,0.0,979.5
18901,"['CC1210', 'CC2654', 'CC3540']",EGLL,LFPG,06:05:00,22:35:00,0 days 05:10:00,1215.0,2576.166666666667
18902,"['CC3897', 'CC2538', 'CC1551', 'CC2246', 'CC1701']",EDDF,EHAM,06:05:00,21:35:00,0 days 09:45:00,705.0,3115.75
18903,"['CC1435', 'CC2204', 'CC1125']",EGLL,LFPG,10:55:00,22:05:00,0 days 05:20:00,1215.0,2614.333333333333
18904,"['CC2410', 'CC1284', 'CC2146', 'CC1814']",LFPG,EIDW,07:25:00,22:45:00,0 days 07:20:00,555.0,2412.333333333333
18905,"['CC3621', 'CC3293', 'CC5070', 'CC3960', 'CC4314']",EHAM,LFPG,06:20:00,22:10:00,0 days 10:20:00,1215.0,3759.3333333333335
18906,"['CC3621', 'CC2124', 'CC1301', 'CC2204']",EHAM,EGLL,06:20:00,19:20:00,0 days 07:05:00,785.0,2585.083333333333
18907,"['CC3677', 'CC2032', 'CC1247', 'CC2146', 'CC1125']",EHAM,LFPG,07:40:00,22:05:00,0 days 08:25:00,1215.0,3320.416666666667
18908,"['CC1674', 'CC3741', 'CC2724', 'CC3597', 'CC2875']",EGLL,EDDF,06:35:00,23:05:00,0 days 09:20:00,650.0,2965.333333333333
18909,"['CC1210', 'CC2002', 'CC1394', 'CC1975']",EGLL,EGLL,06:05:00,20:35:00,0 days 06:50:00,0.0,1742.8333333333333
18910,"['CC1210', 'CC2175', 'CC1373', 'CC2443', 'CC1490']",EGLL,LFPG,06:05:00,22:20:00,0 days 08:50:00,1215.0,3415.833333333333
18911,"['CC2410', 'CC1435', 'CC2302', 'CC1601', 'CC3191']",LFPG,ESSA,07:25:00,23:20:00,0 days 10:50:00,540.0,3198.8333333333335
18912,"['CC1210', 'CC2538', 'CC1198', 'CC2443', 'CC1874']",EGLL,EIDW,06:05:00,22:15:00,0 days 09:20:00,555.0,2870.333333333333
18913,"['CC2410', 'CC1435', 'CC2697', 'CC3718']",LFPG,LFPG,07:25:00,21:50:00,0 days 07:10:00,0.0,1819.1666666666667
18914,"['CC2097', 'CC1198', 'CC2697', 'CC3644', 'CC3056']",LFPG,EDDM,06:30:00,22:55:00,0 days 09:05:00,660.0,2918.083333333333
18915,"['CC1152', 'CC2032', 'CC1551', 'CC2443', 'CC1527']",EGLL,LFPG,06:50:00,22:30:00,0 days 08:50:00,1215.0,3415.833333333333
18916,"['CC3621', 'CC2361', 'CC1031', 'CC1975']",EHAM,EGLL,06:20:00,20:35:00,0 days 06:55:00,785.0,2546.916666666667
18917,"['CC1210', 'CC2175', 'CC1011', 'CC2146']",EGLL,EGLL,06:05:00,19:50:00,0 days 06:40:00,0.0,1704.6666666666667
18918,"['CC2097', 'CC1373', 'CC2302', 'CC1762', 'CC3540']",LFPG,LFPG,06:30:00,22:35:00,0 days 09:10:00,0.0,2277.166666666667
18919,"['CC3621', 'CC2361', 'CC1799', 'CC4781', 'CC3056']",EHAM,EDDM,06:20:00,22:55:00,0 days 10:25:00,660.0,3223.4166666666665
18920,"['CC4829', 'CC1940', 'CC1601', 'CC2627']",EIDW,EHAM,07:45:00,21:20:00,0 days 08:00:00,705.0,2715.0
18921,"['CC1210', 'CC2277', 'CC1198', 'CC2146', 'CC1125']",EGLL,LFPG,06:05:00,22:05:00,0 days 08:30:00,1215.0,3339.5
18922,"['CC1210', 'CC2124', 'CC1394', 'CC3056']",EGLL,EDDM,06:05:00,22:55:00,0 days 07:25:00,660.0,2536.416666666667
18923,"['CC1918', 'CC1198', 'CC3149', 'CC4679']",LFPG,EGLL,08:50:00,20:55:00,0 days 07:55:00,785.0,2775.916666666667
18924,"['CC4829', 'CC2486', 'CC1301']",EIDW,LFPG,07:45:00,16:30:00,0 days 06:15:00,1215.0,2824.25
18925,"['CC1152', 'CC2361', 'CC1551', 'CC2806', 'CC3568']",EGLL,LFPG,06:50:00,20:50:00,0 days 08:50:00,1215.0,3415.833333333333
18926,"['CC2097', 'CC1011', 'CC2066', 'CC1125']",LFPG,LFPG,06:30:00,22:05:00,0 days 06:40:00,0.0,1704.6666666666667
18927,"['CC2097', 'CC1373', 'CC2579']",LFPG,EHAM,06:30:00,13:50:00,0 days 05:15:00,705.0,2085.25
18928,"['CC3677', 'CC2032', 'CC1011', 'CC2066', 'CC1125']",EHAM,LFPG,07:40:00,22:05:00,0 days 08:25:00,1215.0,3320.416666666667
18929,"['CC1674', 'CC3509', 'CC1582', 'CC3056']",EGLL,EDDM,06:35:00,22:55:00,0 days 08:15:00,660.0,2727.25
18930,"['CC1674', 'CC3778', 'CC2246', 'CC1490']",EGLL,LFPG,06:35:00,22:20:00,0 days 07:30:00,1215.0,3110.5
18931,"['CC3840', 'CC2124', 'CC1582', 'CC2627']",EDDF,EHAM,08:45:00,21:20:00,0 days 07:15:00,705.0,2543.25
18932,"['CC4829', 'CC2443', 'CC1527']",EIDW,LFPG,07:45:00,22:30:00,0 days 06:15:00,1215.0,2824.25
18933,"['CC2486', 'CC1394', 'CC1975']",LFPG,EGLL,12:25:00,20:35:00,0 days 05:20:00,785.0,2184.333333333333
18934,"['CC3897', 'CC2361', 'CC1247', 'CC2246', 'CC1814']",EDDF,EIDW,06:05:00,22:45:00,0 days 09:30:00,555.0,2908.5
18935,"['CC1152', 'CC2332', 'CC1301', 'CC2204', 'CC1527']",EGLL,LFPG,06:50:00,22:30:00,0 days 09:00:00,1215.0,3454.0
18936,"['CC2410', 'CC1551', 'CC2246', 'CC1814']",LFPG,EIDW,07:25:00,22:45:00,0 days 07:40:00,555.0,2488.666666666667
18937,"['CC1152', 'CC2277', 'CC1198', 'CC2443', 'CC1490']",EGLL,LFPG,06:50:00,22:20:00,0 days 08:50:00,1215.0,3415.833333333333
18938,"['CC4694', 'CC1198', 'CC1975']",EIDW,EGLL,09:40:00,20:35:00,0 days 05:30:00,785.0,2222.5
18939,"['CC1638', 'CC2032', 'CC1601', 'CC2146']",EGLL,EGLL,07:20:00,19:50:00,0 days 07:20:00,0.0,1857.3333333333333
18940,"['CC2097', 'CC1284', 'CC2654', 'CC3597', 'CC2594']",LFPG,EHAM,06:30:00,22:35:00,0 days 08:35:00,705.0,2848.583333333333
18941,"['CC3897', 'CC3293', 'CC5070', 'CC3809']",EDDF,LFPG,06:05:00,22:35:00,0 days 08:45:00,1215.0,3396.75
18942,"['CC2538', 'CC1247', 'CC2066', 'CC1347']",LFPG,LFPG,09:30:00,20:20:00,0 days 07:10:00,0.0,1819.1666666666667
18943,"['CC1210', 'CC2398', 'CC1011', 'CC2875']",EGLL,EDDF,06:05:00,23:05:00,0 days 07:10:00,650.0,2469.166666666667
18944,"['CC1284', 'CC2486', 'CC1031', 'CC2594']",EGLL,EHAM,10:20:00,22:35:00,0 days 06:55:00,705.0,2466.916666666667
18945,"['CC2745', 'CC3778', 'CC2146', 'CC1490']",LFPG,LFPG,07:30:00,22:20:00,0 days 07:00:00,0.0,1781.0
18946,"['CC3677', 'CC2066', 'CC1701']",EHAM,EHAM,07:40:00,21:35:00,0 days 05:30:00,0.0,1437.5
18947,"['CC1210', 'CC1940', 'CC1031', 'CC2146', 'CC1125']",EGLL,LFPG,06:05:00,22:05:00,0 days 08:20:00,1215.0,3301.333333333333
18948,"['CC4920', 'CC2002', 'CC1601', 'CC2146', 'CC1814']",LPPT,EIDW,08:30:00,22:45:00,0 days 10:45:00,555.0,3194.75
18949,"['CC3897', 'CC2486', 'CC1301', 'CC2146', 'CC1527']",EDDF,LFPG,06:05:00,22:30:00,0 days 09:10:00,1215.0,3492.166666666667
18950,"['CC3778', 'CC2002', 'CC1394', 'CC2146', 'CC1527']",EHAM,LFPG,10:35:00,22:30:00,0 days 08:45:00,1215.0,3396.75
18951,"['CC2410', 'CC1463', 'CC2302', 'CC1125']",LFPG,LFPG,07:25:00,22:05:00,0 days 07:10:00,0.0,1819.1666666666667
18952,"['CC1940', 'CC1301', 'CC2146', 'CC1490']",LFPG,LFPG,12:20:00,22:20:00,0 days 07:00:00,0.0,1781.0
18953,"['CC3897', 'CC2361', 'CC1394', 'CC2953']",EDDF,LEMD,06:05:00,21:50:00,0 days 08:35:00,555.0,2698.583333333333
18954,"['CC3621', 'CC1918', 'CC1762']",EHAM,EHAM,06:20:00,19:35:00,0 days 05:30:00,0.0,1437.5
18955,"['CC3897', 'CC2398', 'CC1301', 'CC2204', 'CC1874']",EDDF,EIDW,06:05:00,22:15:00,0 days 09:40:00,555.0,2946.6666666666665
18956,"['CC1152', 'CC2724', 'CC3644', 'CC3056']",EGLL,EDDM,06:50:00,22:55:00,0 days 07:25:00,660.0,2536.416666666667
18957,"['CC3897', 'CC2302', 'CC1582']",EDDF,LFPG,06:05:00,18:55:00,0 days 05:40:00,1215.0,2690.666666666667
18958,"['CC1110', 'CC2486', 'CC1601', 'CC2594']",EGLL,EHAM,06:50:00,22:35:00,0 days 07:15:00,705.0,2543.25
18959,"['CC2579', 'CC3597', 'CC2875']",LFPG,EDDF,12:55:00,23:05:00,0 days 05:30:00,650.0,2087.5
18960,"['CC1210', 'CC2398', 'CC1394', 'CC2204', 'CC1874']",EGLL,EIDW,06:05:00,22:15:00,0 days 09:20:00,555.0,2870.333333333333
18961,"['CC1152', 'CC2538', 'CC1247', 'CC2204', 'CC1874']",EGLL,EIDW,06:50:00,22:15:00,0 days 09:20:00,555.0,2870.333333333333
18962,"['CC1152', 'CC2849', 'CC3960']",EGLL,EDDM,06:50:00,19:00:00,0 days 05:15:00,660.0,2040.25
18963,"['CC2097', 'CC1069', 'CC2332', 'CC1601', 'CC3191']",LFPG,ESSA,06:30:00,23:20:00,0 days 10:30:00,540.0,3122.5
18964,"['CC1674', 'CC3741', 'CC2594']",EGLL,EHAM,06:35:00,22:35:00,0 days 05:35:00,705.0,2161.583333333333
18965,"['CC2097', 'CC1069', 'CC2486', 'CC1347', 'CC2875']",LFPG,EDDF,06:30:00,23:05:00,0 days 09:00:00,650.0,2889.0
18966,"['CC1638', 'CC2032', 'CC1011', 'CC2066']",EGLL,EGLL,07:20:00,17:30:00,0 days 07:00:00,0.0,1781.0
18967,"['CC1069', 'CC2332', 'CC1394', 'CC2204', 'CC1874']",EGLL,EIDW,08:55:00,22:15:00,0 days 09:20:00,555.0,2870.333333333333
18968,"['CC2097', 'CC1069', 'CC2124', 'CC1031']",LFPG,LFPG,06:30:00,17:45:00,0 days 06:40:00,0.0,1704.6666666666667
18969,"['CC4829', 'CC2486', 'CC1301', 'CC1975']",EIDW,EGLL,07:45:00,20:35:00,0 days 07:55:00,785.0,2775.916666666667
18970,"['CC1152', 'CC2277', 'CC1799', 'CC4781', 'CC2594']",EGLL,EHAM,06:50:00,22:35:00,0 days 09:50:00,705.0,3134.8333333333335
18971,"['CC1435', 'CC2654', 'CC3644', 'CC2875']",EGLL,EDDF,10:55:00,23:05:00,0 days 07:20:00,650.0,2507.333333333333
18972,"['CC1110', 'CC2538', 'CC1247', 'CC2806', 'CC3718']",EGLL,LFPG,06:50:00,21:50:00,0 days 08:50:00,1215.0,3415.833333333333
18973,"['CC1210', 'CC2066', 'CC1490']",EGLL,LFPG,06:05:00,22:20:00,0 days 05:10:00,1215.0,2576.166666666667
18974,"['CC1210', 'CC2486', 'CC1031', 'CC2875']",EGLL,EDDF,06:05:00,23:05:00,0 days 07:10:00,650.0,2469.166666666667
18975,"['CC1210', 'CC1918', 'CC1247', 'CC2773']",EGLL,EHAM,06:05:00,18:15:00,0 days 06:45:00,705.0,2428.75
18976,"['CC1638', 'CC2579', 'CC3568']",EGLL,LFPG,07:20:00,20:50:00,0 days 05:30:00,1215.0,2652.5
18977,"['CC1110', 'CC2361', 'CC1247', 'CC2146', 'CC1125']",EGLL,LFPG,06:50:00,22:05:00,0 days 08:30:00,1215.0,3339.5
18978,"['CC1210', 'CC2277', 'CC1394', 'CC2146', 'CC1490']",EGLL,LFPG,06:05:00,22:20:00,0 days 08:50:00,1215.0,3415.833333333333
18979,"['CC1152', 'CC2398', 'CC1247', 'CC3149']",EGLL,EIDW,06:50:00,17:50:00,0 days 07:35:00,555.0,2469.583333333333
18980,"['CC3343', 'CC5181', 'CC2594']",LFPG,EHAM,08:35:00,22:35:00,0 days 06:45:00,705.0,2428.75
18981,"['CC1284', 'CC2724', 'CC3473', 'CC1490']",EGLL,LFPG,10:20:00,22:20:00,0 days 07:20:00,1215.0,3072.333333333333
18982,"['CC1152', 'CC3313', 'CC5141']",EGLL,LFPG,06:50:00,19:35:00,0 days 07:50:00,1215.0,3186.833333333333
18983,"['CC2745', 'CC3509', 'CC1601', 'CC2594']",LFPG,EHAM,07:30:00,22:35:00,0 days 07:35:00,705.0,2619.583333333333
18984,"['CC3840', 'CC1940', 'CC1394', 'CC3056']",EDDF,EDDM,08:45:00,22:55:00,0 days 07:45:00,660.0,2612.75
18985,"['CC1152', 'CC2277', 'CC1551', 'CC2697', 'CC3644']",EGLL,LFPG,06:50:00,19:45:00,0 days 08:50:00,1215.0,3415.833333333333
18986,"['CC3621', 'CC2302', 'CC1701']",EHAM,EHAM,06:20:00,21:35:00,0 days 05:40:00,0.0,1475.6666666666667
18987,"['CC2175', 'CC1011', 'CC2204', 'CC1874']",LFPG,EIDW,08:25:00,22:15:00,0 days 07:20:00,555.0,2412.333333333333
18988,"['CC1674', 'CC3778', 'CC2002', 'CC1582', 'CC3191']",EGLL,ESSA,06:35:00,23:20:00,0 days 10:40:00,540.0,3160.6666666666665
18989,"['CC1638', 'CC2032', 'CC1011', 'CC2806']",EGLL,EHAM,07:20:00,18:40:00,0 days 07:05:00,705.0,2505.083333333333
18990,"['CC2398', 'CC1394', 'CC3056']",LFPG,EDDM,09:25:00,22:55:00,0 days 05:55:00,660.0,2192.916666666667
18991,"['CC1110', 'CC2538', 'CC1247', 'CC2443', 'CC1701']",EGLL,EHAM,06:50:00,21:35:00,0 days 09:15:00,705.0,3001.25
18992,"['CC1110', 'CC2398', 'CC1551', 'CC2066', 'CC1490']",EGLL,LFPG,06:50:00,22:20:00,0 days 08:50:00,1215.0,3415.833333333333
18993,"['CC1918', 'CC1011', 'CC2246', 'CC1814']",LFPG,EIDW,08:50:00,22:45:00,0 days 07:20:00,555.0,2412.333333333333
18994,"['CC2361', 'CC1799', 'CC4679']",LFPG,EGLL,09:35:00,20:55:00,0 days 06:10:00,785.0,2375.166666666667
18995,"['CC3169', 'CC4769', 'CC1301', 'CC2204', 'CC1874']",LFPG,EIDW,07:30:00,22:15:00,0 days 10:35:00,555.0,3156.5833333333335
18996,"['CC2175', 'CC1799', 'CC4781', 'CC3056']",LFPG,EDDM,08:25:00,22:55:00,0 days 08:30:00,660.0,2784.5
18997,"['CC3621', 'CC2032', 'CC1394', 'CC2204']",EHAM,EGLL,06:20:00,19:20:00,0 days 07:05:00,785.0,2585.083333333333
